index,word,freq,# texts,freq/texts,entire corpus,expected
363,VIRTUAL,27,11,1.5,"19,735",18.3
364,JUST,26,25,0.4,"79,904",74.2
365,OVERWHELMING,26,25,1.6,"17,701",16.4
366,FRIENDLY,26,23,1.1,"25,951",24.1
367,COMPELLING,26,23,2.2,"12,787",11.9
368,CONFIDENT,26,23,1.1,"26,144",24.3
369,PROPER,26,23,0.7,"41,814",38.8
370,COMPETITIVE,26,23,0.9,"29,738",27.6
371,HONEST,26,22,0.6,"47,133",43.7
372,STEADY,26,22,1.3,"21,743",20.2
373,MINOR,26,22,1,"29,191",27.1
374,ANCIENT,26,20,0.7,"42,627",39.6
375,IMMIGRANT,26,20,2.8,"9,943",9.2
376,CONCRETE,26,20,1.5,"18,534",17.2
377,INTERIOR,26,20,2.3,"12,247",11.4
378,ASSOCIATE,26,19,2.3,"12,053",11.2
379,SOLID,26,19,0.7,"40,330",37.4
380,INCREDIBLE,26,19,0.9,"31,994",29.7
381,ONSTAGE,26,17,6,"4,667",4.3
382,REGULATORY,26,16,1.7,"16,782",15.6
383,ARTIFICIAL,26,14,1.8,"15,144",14.1
384,AUTONOMOUS,26,8,5.2,"5,383",5
385,OFFENSIVE,25,22,0.9,"28,611",26.6
386,BROKEN,25,22,0.9,"28,976",26.9
387,LIVING,25,21,0.7,"40,599",37.7
388,CAREFUL,25,21,0.6,"47,856",44.4
389,AFFORDABLE,25,20,1.6,"16,868",15.7
390,MAINSTREAM,25,20,1.3,"20,712",19.2
391,LITERARY,25,18,1.2,"23,307",21.6
392,CIVILIAN,25,17,1.5,"17,508",16.2
393,PSYCHIATRIC,25,7,3.2,"8,537",7.9
394,ENSLAVED,25,7,49.1,549,0.5
395,WEEKLY,24,24,1.2,"21,692",20.1
396,TYPICAL,24,22,0.6,"40,790",37.9
397,WARY,24,21,3.9,"6,616",6.1
398,UNIQUE,24,21,0.5,"54,836",50.9
399,MODEST,24,21,1.5,"17,756",16.5
400,UNKNOWN,24,21,0.9,"27,969",26
401,INCREASED,24,21,0.6,"41,363",38.4
402,TALL,24,18,0.7,"39,644",36.8
403,PSYCHOLOGICAL,24,13,0.9,"28,750",26.7
404,RELEVANT,23,23,0.7,"38,038",35.3
405,ESSENTIAL,23,23,0.6,"42,233",39.2
406,SKEPTICAL,23,23,2.2,"11,189",10.4
407,AWKWARD,23,22,1.7,"14,592",13.5
408,CROWDED,23,22,2.5,"10,002",9.3
409,UNEXPECTED,23,21,1.4,"17,965",16.7
410,ARMED,23,21,1,"25,978",24.1
411,DUE,23,21,0.7,"37,072",34.4
412,STILL,23,20,0.7,"33,645",31.2
413,STRATEGIC,23,20,0.9,"26,106",24.2
414,CONVENTIONAL,23,19,1,"24,660",22.9
415,GRAY,23,18,0.8,"31,074",28.8
416,FAST,23,18,0.7,"33,275",30.9
417,HUMANITARIAN,23,15,2.6,"9,594",8.9
418,BIPARTISAN,23,15,2.9,"8,607",8
419,DEVASTATING,22,22,2,"11,618",10.8
420,WONDERFUL,22,21,0.3,"71,983",66.8
421,SUBSTANTIAL,22,21,0.9,"26,523",24.6
422,INNOCENT,22,21,0.8,"31,207",29
423,BOLD,22,21,1.6,"15,022",13.9
424,DRAMATIC,22,21,0.8,"30,560",28.4
425,HIGH-PROFILE,22,20,3.8,"6,244",5.8
426,THICK,22,20,0.7,"35,625",33.1
427,HARSH,22,20,1.5,"15,482",14.4
428,DESPERATE,22,20,1,"23,257",21.6
429,GIVEN,22,20,0.9,"26,551",24.6
430,REMARKABLE,22,20,1,"23,943",22.2
431,DETAILED,22,19,1,"23,163",21.5
432,FAILED,22,19,2.4,"9,839",9.1
433,INTELLECTUAL,22,19,0.9,"25,274",23.5
434,FASCINATING,22,19,1.3,"18,202",16.9
435,REASONABLE,22,19,0.6,"36,633",34
436,EXISTING,22,18,0.6,"39,976",37.1
437,RAW,22,18,0.9,"27,525",25.5
438,DAMAGING,22,17,4.9,"4,815",4.5
439,FORCED,22,17,2.7,"8,921",8.3
440,STABLE,22,17,1,"24,521",22.8
441,ELECTORAL,22,17,1.7,"14,322",13.3
442,EXCLUSIVE,22,16,1.3,"18,281",17
443,WORRIED,21,21,0.9,"25,107",23.3
444,VITAL,21,21,1,"22,999",21.3
445,SUDDEN,21,21,1,"22,139",20.5
446,RISING,21,21,2.5,"9,142",8.5
447,FLAT,21,20,0.9,"24,712",22.9
448,LONG-STANDING,21,20,5.9,"3,828",3.6
449,ROBUST,21,20,2.3,"9,970",9.3
450,RELIABLE,21,20,1.2,"19,407",18
451,RADICAL,21,20,1,"23,625",21.9
452,LOOSE,21,20,0.9,"24,153",22.4
453,PEACEFUL,21,19,1.3,"16,965",15.7
454,PASSIONATE,21,19,1.8,"12,762",11.8
455,TEENAGE,21,18,1.5,"14,665",13.6
456,EXCELLENT,21,18,0.5,"46,860",43.5
457,TREMENDOUS,21,18,1,"21,833",20.3
458,SUPER,21,18,0.5,"44,778",41.6
459,ACCOUNTABLE,21,17,2,"11,217",10.4
460,DOWNTOWN,21,17,1.1,"20,264",18.8
461,ELECTRONIC,21,17,0.8,"29,072",27
462,SWEEPING,21,16,3,"7,505",7
463,CONSISTENT,21,14,0.6,"38,620",35.8
464,HOMELESS,21,12,1.1,"20,240",18.8
465,UNPRECEDENTED,20,20,1.7,"12,864",11.9
466,IMPRESSIVE,20,20,0.9,"23,691",22
467,STANDARD,20,20,0.5,"47,112",43.7
468,LOST,20,19,0.7,"30,407",28.2
469,CONTINUING,20,19,1.5,"14,323",13.3
470,FOLLOWING,20,19,0.3,"66,706",61.9
471,ULTIMATE,20,19,0.8,"27,976",26
472,ONGOING,20,18,0.8,"26,358",24.5
473,MYSTERIOUS,20,18,1.4,"15,507",14.4
474,ACCURATE,20,18,0.7,"31,078",28.8
475,EVERYDAY,20,18,0.9,"23,751",22
476,COMBINED,20,17,1.5,"13,913",12.9
477,SWEET,20,17,0.3,"63,751",59.2
478,RETAIL,20,17,1.1,"19,420",18
479,STRICT,20,17,1.5,"14,724",13.7
480,ROMANTIC,20,16,0.9,"22,777",21.1
481,DEFENSIVE,20,16,0.8,"28,468",26.4
482,ALTERNATIVE,20,16,0.8,"28,291",26.3
483,POPULIST,20,15,6.2,"3,502",3.3
484,UPSET,20,15,1.3,"16,986",15.8
485,RULING,20,14,2.7,"7,940",7.4
486,SOUTHWESTERN,20,13,5.1,"4,229",3.9
487,OFFSHORE,20,13,4.4,"4,902",4.5
488,SOLAR,20,12,0.6,"36,000",33.4
489,ADVISORY,20,9,2.1,"10,320",9.6
490,INCREASING,19,19,0.7,"30,975",28.7
491,LUCRATIVE,19,19,3.6,"5,714",5.3
492,PROFOUND,19,18,1.3,"15,404",14.3
493,COUNTLESS,19,18,1.7,"12,253",11.4
494,URGENT,19,18,2,"10,435",9.7
495,IDEAL,19,17,0.8,"24,375",22.6
496,FUNDAMENTAL,19,17,0.6,"32,342",30
497,CHALLENGING,19,17,1.6,"13,119",12.2
498,PROMISING,19,17,1.4,"14,939",13.9
499,TEMPORARY,19,17,0.9,"22,206",20.6
500,ILL,19,16,1.7,"11,736",10.9
