index,word,freq,# texts,freq/texts,entire corpus,expected
484,INGREDIENT,8,4,16.7,"5,641",0.5
485,INDUSTRY,8,4,0.7,"125,981",10.7
486,INCIDENT,8,4,2.9,"32,685",2.8
487,MEAT,8,4,2.2,"42,895",3.6
488,GRADE,8,4,2.2,"42,132",3.6
489,HALL,8,4,1.2,"75,820",6.4
490,VOTER,8,4,5,"18,675",1.6
491,DREAM,8,4,1.4,"65,241",5.5
492,TIE,8,4,5.8,"16,282",1.4
493,TRANSFER,8,4,4.4,"21,339",1.8
494,SON,8,4,0.5,"188,425",16
495,SECONDARY,8,4,22.4,"4,217",0.4
496,SAUCE,8,4,3.5,"26,614",2.3
497,RELATIONSHIP,8,3,0.7,"136,903",11.6
498,SHOPPING,8,3,3.8,"25,057",2.1
499,SHELTER,8,3,4.9,"19,079",1.6
500,TON,8,3,8.7,"10,814",0.9
