index,word,freq,# texts,freq/texts,entire corpus,expected
252,SCENE,15,12,1.9,"89,976",8
253,SPOKESWOMAN,15,12,19.8,"8,509",0.8
254,DEPARTMENT,15,11,1,"162,958",14.5
255,FACILITY,15,11,5.3,"32,018",2.8
256,MOVE,15,11,3.1,"53,959",4.8
257,LIST,15,11,1.3,"132,273",11.8
258,BODY,15,10,0.7,"240,071",21.3
259,VOTER,15,10,9,"18,675",1.7
260,SEAT,15,10,2.5,"67,619",6
261,TECH,15,9,4.9,"34,406",3.1
262,POST,15,9,1.2,"135,488",12
263,ENERGY,15,9,1.1,"160,131",14.2
264,FUND,15,9,3.6,"47,521",4.2
265,FUNDING,15,9,4,"42,336",3.8
266,TREATMENT,15,8,1.7,"100,614",8.9
267,COLLEGE,15,8,0.8,"198,608",17.7
268,BALLOT,15,7,10.2,"16,586",1.5
269,JURY,15,6,3.9,"42,859",3.8
270,BABY,15,5,1,"176,686",15.7
271,TRIBE,15,5,11.4,"14,844",1.3
272,ARENA,15,4,13.2,"12,792",1.1
273,GIRLFRIEND,15,3,5.8,"29,008",2.6
274,COHO,15,2,374.1,451,0
275,ACT,14,13,1.4,"110,188",9.8
276,OPPORTUNITY,14,12,1.6,"101,110",9
277,MAJORITY,14,12,1.8,"88,404",7.9
278,MESSAGE,14,11,1.6,"98,523",8.8
279,MEETING,14,11,2,"80,484",7.2
280,MANAGER,14,11,2.4,"66,313",5.9
281,RISK,14,11,1.4,"116,251",10.3
282,REASON,14,11,0.8,"207,329",18.4
283,RETURN,14,10,2.8,"56,259",5
284,CHALLENGE,14,10,2.7,"59,361",5.3
285,MATTER,14,10,1.2,"130,383",11.6
286,ORGANIZATION,14,10,1.8,"89,080",7.9
287,HUSBAND,14,10,1.2,"132,394",11.8
288,ARGUMENT,14,9,2.3,"69,244",6.2
289,SECURITY,14,9,0.8,"188,624",16.8
290,DATE,14,8,1.9,"82,759",7.4
291,AIRCRAFT,14,8,7.2,"21,992",2
292,PROFESSOR,14,8,1.9,"84,698",7.5
293,FIRM,14,8,3,"51,726",4.6
294,LEGISLATION,14,8,4,"39,598",3.5
295,ACCESS,14,7,1.7,"95,377",8.5
296,RIVER,14,7,1.8,"89,153",7.9
297,RULING,14,6,11,"14,312",1.3
