index,word,freq,# texts,freq/texts,entire corpus,expected
409,CONFUSING,2,2,1.4,"2,927",1.4
410,CONSCIOUS,2,2,1.9,"2,278",1.1
411,CONVENIENT,2,2,1.4,"2,936",1.4
412,CONSTITUTIONAL,2,2,5.7,741,0.3
413,DARN,2,2,2.7,"1,546",0.7
414,CRUEL,2,2,0.9,"4,509",2.1
415,EXTRAORDINARY,2,2,0.6,"7,117",3.4
416,FAVOURITE,2,2,1.2,"3,508",1.7
417,FASCINATING,2,2,0.8,"5,562",2.6
418,FAT,2,2,0.3,"13,602",6.4
419,FILTHY,2,2,1.1,"3,824",1.8
420,FEMALE,2,2,0.5,"8,180",3.9
421,ELEGANT,2,2,2.3,"1,826",0.9
422,ENJOYABLE,2,2,7,610,0.3
423,ENORMOUS,2,2,1,"4,271",2
424,BIOLOGICAL,2,2,1.5,"2,912",1.4
425,BITTER,2,2,1.3,"3,272",1.5
426,CHEMICAL,2,2,1.2,"3,616",1.7
427,CASUAL,2,2,1.6,"2,671",1.3
428,CHIEF,2,2,0.5,"7,855",3.7
429,BELOVED,2,2,1.3,"3,179",1.5
430,BALD,2,2,1.5,"2,874",1.4
431,ABSOLUTE,2,2,0.9,"4,578",2.2
432,AFTER,2,2,5.6,755,0.4
433,ETERNAL,2,2,1.6,"2,660",1.3
434,EXECUTIVE,2,2,19.4,219,0.1
435,EXOTIC,2,2,1.9,"2,199",1
436,GLORIOUS,2,2,1.6,"2,644",1.2
437,GLOVED,2,2,83.2,51,0
438,GOOD-LOOKING,2,2,1.7,"2,516",1.2
439,GRAVE,2,2,2.3,"1,828",0.9
440,GHASTLY,2,2,6.2,679,0.3
441,GENTLE,2,2,1.1,"4,009",1.9
442,GIFTED,2,2,3,"1,421",0.7
443,GINGER,2,2,3,"1,423",0.7
444,FOLLOWING,2,2,1.8,"2,309",1.1
445,FOOLISH,2,2,1.1,"3,695",1.7
446,FOUL,2,2,2.2,"1,928",0.9
447,FULL-TIME,2,2,2.6,"1,639",0.8
448,FINISHED,2,2,7.1,594,0.3
449,INCOMPLETE,2,2,5.5,775,0.4
450,INDISPOSED,2,2,11.5,368,0.2
451,INTENT,2,2,4.6,928,0.4
452,INTRIGUING,2,2,3,"1,401",0.7
453,LAY,2,2,6.6,643,0.3
454,LIABLE,2,2,4.1,"1,038",0.5
455,KEY,2,2,0.6,"7,190",3.4
456,KILLED,2,2,0.8,"5,009",2.4
457,IRREGULAR,2,2,5.5,778,0.4
458,ICE-COLD,2,2,16.4,258,0.1
459,ILLEGAL,2,2,0.5,"9,394",4.4
460,IDEAL,2,2,1.6,"2,725",1.3
461,HOMELESS,2,2,0.8,"5,241",2.5
462,HELPFUL,2,2,0.7,"6,362",3
463,HELPLESS,2,2,1.8,"2,363",1.1
464,HIRED,2,2,3.8,"1,117",0.5
465,HARMLESS,2,2,1.5,"2,802",1.3
466,OFFICIAL,2,2,0.5,"8,161",3.8
467,NOBLE,2,2,1.2,"3,570",1.7
468,ONGOING,2,2,2.6,"1,661",0.8
469,OPPOSITE,2,2,0.9,"4,651",2.2
470,OUTSIDE,2,2,0.5,"7,967",3.8
471,NATIVE,2,2,1.4,"3,041",1.4
472,NEAT,2,2,1.3,"3,336",1.6
473,NASTY,2,2,0.5,"7,848",3.7
474,MURDERED,2,2,2.1,"2,040",1
475,MONSTROUS,2,2,5.9,713,0.3
476,MOONLESS,2,2,108.7,39,0
477,MORAL,2,2,1.1,"4,017",1.9
478,MOMENTARY,2,2,13.5,314,0.1
479,MIXED,2,2,3.5,"1,195",0.6
480,MANUAL,2,2,4.5,939,0.4
481,MEAN,2,2,0.3,"12,362",5.8
482,MEANINGFUL,2,2,3.4,"1,246",0.6
483,MIDDLE,2,2,0.6,"7,005",3.3
484,MIGHTY,2,2,1,"4,431",2.1
485,MENTAL,2,2,0.6,"7,608",3.6
486,PASSING,2,2,2.9,"1,454",0.7
487,PART-TIME,2,2,3.4,"1,258",0.6
488,PLEASED,2,2,0.6,"7,164",3.4
489,PERVERSE,2,2,11.7,361,0.2
490,RESTLESS,2,2,3.9,"1,094",0.5
491,RESULTING,2,2,17.2,247,0.1
492,RETAIL,2,2,4.4,973,0.5
493,REGIONAL,2,2,3.5,"1,212",0.6
494,RESPECTIVE,2,2,14.1,300,0.1
495,RELEVANT,2,2,1.3,"3,266",1.5
496,RUBBER,2,2,1.7,"2,491",1.2
497,RUDE,2,2,0.6,"7,183",3.4
498,RURAL,2,2,5.4,790,0.4
499,ROMANTIC,2,2,0.4,"11,037",5.2
500,PROVERBIAL,2,2,10.4,408,0.2
